Sample ID,Date,Site name,Day,Month,Year,Time,Water temperature,Soluble Reactive P,Total phosphorus (_g/L),Silicon (mg-Si/L),Chlorophyll-a (_g/L),Dissolved nitrate (NO3),Total dissolved nitrogen (mg N/L),Dissolved organic carbon (mg/L),Sunshine duration ,Sunshine duration (3-d average),Mean daily flow (m3/s),Diatoms,Nano-chlorophytes,Pico-chlorophytes,Total Cryptophytes,Total Cyanobacteria,Total phytoplankton
TC16,41393,Thames at Runnymede,29,4,13,11:00,12.3,78,140,2.91,28.44,26.5334474,5.85,9.21,11.2,6.133333333,56.34009004,6156.502161,5367.700322,13929.08614,649.3185873,697.4162604,26800.02347
TC16,5/7/13,Thames at Runnymede,7,5,13,11:45,15.5,6,138,0.33,222.95,24.06355995,5.81,4.81,13.2,9.766666667,45.40779232,87037.5493,40175.98637,7373.373291,5819.818449,1683.41856,142090.146
TC16,41407,Thames at Runnymede,13,5,13,11:15,13.9,0,172,0.81,221.05,23.79915002,5.08,9.54,8.2,6.1,52.34080072,65028.05407,17411.35767,3203.305031,3362.027352,1130.295319,90135.03945
TC16,41414,Thames at Runnymede,20,5,13,12:00,13.6,12,199,2.59,158.31,26.15351719,6.14,4.91,0.1,2.8,47.96882902,60261.57467,18584.9409,4530.800809,1197.632061,1298.637175,85873.58561
TC16,41422,Thames at Runnymede,28,5,13,13:00,13.7,17,233,3.16,252.31,24.98055922,5.9,6.53,0,8.5,56.1815879,72064.74365,58270.331,8652.771396,1986.4339,2029.721806,143004.0018
TC16,6/3/13,Thames at Runnymede,3,6,13,13:45,15.9,77,274,3.5,128.22,27.74905502,7.14,4.46,14.1,13.5,42.97461672,53883.82321,71280.75158,13246.09918,2770.425972,2505.88877,143686.9887
TC16,6/10/13,Thames at Runnymede,10,6,13,12:45,16.1,64,256,3.92,180.66,27.7271,7.21,4.22,0.5,6.7,35.84081264,35625.94649,21600.665,8431.5221,3549.608277,4857.864986,74065.60686
TC16,41442,Thames at Runnymede,17,6,13,11:30,15.8,115,254,5.08,75.95,24.6836,7.24,3.88,1.2,3.1,33.22006042,20484.79899,32643.89075,20388.60364,1014.860903,5271.504975,79803.65926
TC16,41449,Thames at Runnymede,24,6,13,11:15,16.1,181,265,6.15,15.19,27.02007514,8.01,3.92,4.5,3.766666667,30.13619985,5435.037064,15795.27586,26309.4272,514.6451025,4035.394776,52089.78
TC16,7/1/13,Thames at Runnymede,1,7,13,11:15,19.4,82,252,4.94,141.69,25.39680911,6.27,3.98,9,8.833333333,28.13800423,44870.31926,12043.65735,7734.10584,2991.675269,1798.852975,69438.6107
TC16,7/8/13,Thames at Runnymede,8,7,13,11:30,21,245,310,6.82,30.1,27.10025315,6.8,3.68,12.9,12.36666667,22.29405461,5035.826377,27660.97182,53811.6767,1572.793911,13549.11452,101630.3833
TC16,41470,Thames at Runnymede,15,7,13,11:15,22.6,224,291,6.71,14.36,26.4169,6.77,4.35,11,11.43333333,19.13373555,2092.248781,31364.49265,201500.3918,1678.608792,59948.93979,296584.6818
TC16,41477,Thames at Runnymede,22,7,13,11:15,22.9,209,280,6.48,6.6,23.92372437,6.87,5.82,10.6,7.966666667,16.64990842,986.0022992,8691.249535,86431.51862,572.3623103,35515.32184,132196.4546
TC16,41484,Thames at Runnymede,29,7,13,11:45,21.6,220,301,6.89,5.76,24.08692091,6.57,5,7.1,6.833333333,25.06179182,1678.608792,8845.162089,84926.06145,413.6399889,22615.52591,118478.9982
TC16,8/5/13,Thames at Runnymede,5,8,13,10:30,20.8,249,317.5471698,6.43,8.35,23.13957344,5.02,9.9,1.8,4.933333333,21.97640391,1731.516233,7339.70492,94054.99981,480.9767313,17243.01582,120850.2135
TC16,8/12/13,Thames at Runnymede,12,8,2013,10:30,19.7,259,308,6.56,9.85,25.2313,6.73,4.3,8.7,8.6,17.25061227,966.76323,4203.736632,128699.7538,577.1720776,18892.76601,153340.1917
TC16,41505,Thames at Runnymede,19,8,13,11:00,18.9,238,280,6.71,2.21,27.4657,7.49,3.92,9.3,6.966666667,17.01175963,519.4548698,5208.978,98629.08852,505.0255679,9032.743014,113895.29
TC16,41513,Thames at Runnymede,27,8,13,11:00,19.2,251,300,6.78,5.67,28.33415465,7.94,4.43,10.4,8.4,17.54406381,716.6553297,3665.042693,90986.36826,538.6939391,13914.65684,109821.4171
TC16,9/2/13,Thames at Runnymede,2,9,13,11:00,19,239,277,6.49,6.73,27.70038597,6.96,4.06,10.1,8.733333333,14.75310035,961.9534626,5834.247751,62878.08809,1144.724621,14948.75681,85767.77073
TC16,9/10/13,Thames at Runnymede,10,9,13,12:15,16.8,247,295,6.65,5.46,28.31990694,7.99,3.95,3,3.166666667,17.8420114,735.8943989,4550.039878,72521.67155,548.3134737,14477.39961,92833.31891
TC16,41533,Thames at Runnymede,16,9,13,10:45,14.6,208,259,6.53,1.98,27.51624663,7.13,4.18,9.5,3.566666667,26.03587714,202.0102272,3227.353867,43052.22722,202.0102272,7469.568637,54153.17018
TC16,41540,Thames at Runnymede,23,9,13,10:15,14.9,211,260,6.6,3.26,28.23100371,7.16,4.13,0,1.333333333,18.43409491,153.912554,2900.28969,59655.54399,389.5911524,5093.543585,68192.88097
TC16,41547,Thames at Runnymede,30,9,13,10:15,15.5,233,265,6.75,4.26,29.5087349,7.73,4.52,0.1,2.666666667,15.83368789,221.2492964,3703.520831,89769.49713,557.9330083,3665.042693,97917.24296
TC16,10/7/13,Thames at Runnymede,7,10,13,10:45,15.8,201,234,6.889,2.51,28.47268625,7.6,6.86,2.9,4.6,15.21260206,168.341856,3342.788283,61637.16812,355.9227812,1923.906925,67428.12796
TC16,41561,Thames at Runnymede,14,10,13,10:15,12.8,233,268,7.27,2.27,31.16747021,8.31,4.29,0.2,1.466666667,25.32712431,81.76604432,2356.785983,25924.64582,278.9665042,1202.441828,29844.60618
TC16,41568,Thames at Runnymede,21,10,13,9:30,13.2,241,296,6.6,3.06,27.63529967,7.19,5.05,0.1,1.133333333,34.44908205,101.0051136,1827.711579,31956.09403,81.76604432,1226.490665,35193.06743
TC16,41575,Thames at Runnymede,28,10,13,10:30,13.6,218,311,5.93,4.45,27.98908739,5.85,8.55,2.7,3.033333333,64.83817933,206.8199945,1279.398105,9970.64764,206.8199945,500.2158006,12163.90154
TC16,11/4/13,Thames at Runnymede,4,11,13,12:00,11.1,183,304,6.16,2.62,34.59858666,8.6,6.08,6.7,6.1,66.2387651,240.4883657,702.2260277,3588.086416,125.0539501,389.5911524,5045.445912
TC16,11/11/13,Thames at Runnymede,11,11,13,11:00,9,151,256,5.84,3.67,34.14299177,8.11,8.1,0,2.166666667,71.22057146,235.6785983,678.1771912,3347.59805,254.9176676,418.4497562,4934.821263
TC16,41596,Thames at Runnymede,18,11,13,11:45,8.4,134,199,5.52,1.85,34.25341296,8.18,8.99,0,0,47.18624308,163.5320886,312.6348754,2005.67297,52.90744045,139.4832521,2674.230626
TC16,41603,Thames at Runnymede,25,11,13,11:00,6.9,138,173,5.48,1.66,31.70672716,8.29,7.81,0,0.733333333,44.8511232,177.9613906,226.0590637,1192.822294,67.33674239,76.95627701,1741.135767
TC16,12/2/13,Thames at Runnymede,2,12,13,12:15,7.5,148,182,5.55,1.17,32.60189727,8.31,9.99,0,0.4,35.61033661,153.912554,259.7274349,1519.886471,168.341856,129.8637175,2231.732033
TC16,12/9/13,Thames at Runnymede,9,12,13,11:30,7.2,147,185,5.75,1.21,32.73167781,8.65,4.06,4.2,2.5,34.93740734,110.6246482,341.4934792,1481.408332,33.66837119,48.09767313,2015.292504
TC16,1/6/14,Thames at Runnymede,6,1,13,13:00,7.6,135,289,4.88,2.44,18.78118375,4.23,9.58,1,0.333333333,310.5494266,57.71720776,336.6837119,1818.092044,163.5320886,456.9278948,2832.952947
TC16,41652,Thames at Runnymede,13,1,14,11:15,5.8,115,176,5.13,1.38,23.80139237,5.84,7.4,5.2,4.166666667,323.5185781,62.52697507,240.4883657,1298.637175,96.19534626,177.9613906,1875.809252
TC16,41659,Thames at Runnymede,20,1,14,11:15,6.9,104,155,4.71,1.14,24.42838764,5.9,6.51,2.3,2.4,274.2387492,105.8148809,264.5372022,1322.686011,125.0539501,158.7223213,1976.814366
TC16,41666,Thames at Runnymede,27,1,14,11:15,6.7,100,142,4.31,2.52,24.97838657,6.14,4.98,2.7,1.033333333,224.7234721,331.8739446,379.9716177,1197.632061,115.4344155,317.4446427,2342.356682
TC16,2/3/14,Thames at Runnymede,3,2,14,12:15,6.2,85,163,3.92,3.01,21.5237,4.9,6.86,0.3,4.166666667,298.4695458,519.4548698,384.7813851,1399.642288,187.5809252,437.6888255,2929.148294
TC16,41694,Thames at Runnymede,24,2,14,11:15,8.8,54,78,2.4,7.13,24.2077,6.05,5.07,0.5,2.666666667,231.4512557,1515.076704,764.7530028,2149.965989,120.2441828,327.0641773,4877.104056
TC16,3/3/14,Thames at Runnymede,3,3,14,12:00,7.8,68,134,2.95,7.91,23.3818,5.57,6.05,4.8,4.133333333,241.8713248,952.333928,538.6939391,1909.477623,153.912554,370.3520831,3924.770128
TC16,3/10/14,Thames at Runnymede,10,3,14,11:45,10,65,100,3.48,4.63,19.21068641,6.5,4.59,0,4.433333333,156.6299283,1115.866017,634.8892853,2212.492964,192.3906925,197.2004598,4352.839418
TC16,41722,Thames at Runnymede,24,3,14,11:00,9.4,62,82,3.91,14.21,28.66100022,6.66,7.28,7.3,7.466666667,97.29500745,3640.993856,2260.590637,4054.633845,134.6734848,303.0153407,10393.90716
TC16,41729,Thames at Runnymede,31,3,14,11:15,10.9,46,85,3.74,23.12,29.90993352,7.14,3.74,0.8,4.466666667,85.71660393,7334.895153,3910.340826,5223.407302,274.1567369,557.9330083,17300.73303
TC16,4/7/14,Thames at Runnymede,7,4,14,11:15,12.6,59,93,4.28,26.34,28.57864853,7.25,3.41,0,0.333333333,75.5228167,6978.972371,5156.07056,5406.17846,216.4395291,663.7478892,18421.40881
TC16,41744,Thames at Runnymede,15,4,14,10:30,12.7,68,121,4.38,55.69,31.39614683,7.46,7.2,11.5,11.33333333,62.55379688,13582.78289,14443.73124,13101.80616,495.4060333,1159.153922,42782.88025
TC16,41751,Thames at Runnymede,22,4,14,10:45,12.3,44,142,3.88,97.42,28.83544997,6.52,3.48,1.4,2.4,86.4237565,24539.43283,23827.58727,12659.30757,1067.768344,1510.266936,63604.36295
TC16,41757,Thames at Runnymede,28,4,14,11:00,12.4,108,261,4.31,26.8,25.34252835,6.25,7.07,2.7,4.233333333,112.3309223,4521.181274,5281.12451,4655.854759,682.9869585,2174.014826,17315.16233
TC16,5/6/14,Thames at Runnymede,6,5,14,11:00,14.4,109,171,5.34,24.93,24.58114973,6.04,4.6,8.8,7.933333333,67.65723944,4280.692909,9196.275103,9932.169502,375.1618504,1269.778571,25054.07793
TC16,5/12/14,Thames at Runnymede,12,5,14,11:45,14.1,93,162,4.8,49.1,26.12245176,6.25,4.07,8.5,6.533333333,60.25376331,3626.564554,25626.44024,14395.63357,711.8455624,1341.92508,45702.40901
TC16,41778,Thames at Runnymede,19,5,14,12:00,17.2,11,147,3.55,145.88,25.61770481,6.18,4.07,11.5,11.7,45.41396435,43177.28117,55312.3241,22932.97055,3164.826892,2419.312959,127006.7157
TC16,41786,Thames at Runnymede,27,5,14,11:30,14.3,119,206,4.68,23.54,26.9440398,6.77,3.83,0,4.933333333,74.95483749,7647.530028,15828.94423,18152.06184,1058.148809,1673.799025,44360.48393
TC16,6/2/14,Thames at Runnymede,2,6,14,11:30,15.9,140,311,5.78,14.92,27.88,5.84,5.1,1.3,5.066666667,67.84519785,2818.523646,8585.434654,10177.46763,307.825108,1279.398105,23168.64915
TC16,6/10/14,Thames at Runnymede,10,6,14,11:15,18.3,106,177,5.56,49.4,26.53,6.33,4.52,13.8,10.4,44.28615509,7137.694693,29902.32339,41075.41285,1178.392992,2063.390177,81357.2141
TC16,41806,Thames at Runnymede,16,6,14,11:30,18.2,142,194,5.29,24.95,22.71427211,5.51,4.19,3.5,3.633333333,52.00271836,3905.531058,24775.11143,24077.69517,1264.968803,2438.552028,56461.85849
TC16,41813,Thames at Runnymede,23,6,14,11:45,20.1,153,198,5.88,19.35,24.48940307,5.76,8.32,6.9,8.833333333,33.80689377,2659.801324,43562.06256,99884.43779,2890.670155,7623.481191,156620.453
TC16,41820,Thames at Runnymede,30,6,14,10:45,18.8,155,240,5.86,5.56,25.24172422,6.71,4.26,7.1,5.933333333,38.07575517,1072.578111,12644.87827,77230.43375,1072.578111,12082.13549,104102.6037
TC16,7/7/14,Thames at Runnymede,7,7,14,11:30,19.2,175,291,5.57,4.52,25.78076151,6.15,3.61,7.9,5.533333333,30.7438332,1428.500892,11177.89924,101284.0801,846.5190471,8595.054189,123332.0534
TC16,41834,Thames at Runnymede,14,7,14,11:30,19.6,150,215,5.62,7.44,25.71568815,6.63,4.87,8.8,6.533333333,22.11968538,687.7967258,13390.3922,160944.4338,1188.012526,11072.08436,187282.7196
TC16,41842,Thames at Runnymede,22,7,14,11:45,21.9,180,213.7,5.76,4.82,26.90739719,6.88,3.26,10.9,8.233333333,28.91504736,346.3032466,8441.141635,129551.0826,1702.657629,28863.41365,168904.5987
TC16,41848,Thames at Runnymede,28,7,14,13:45,21.7,190,250,5.83,4.8,26.80723102,7.04,4.16,5.1,7.366666667,23.53122453,490.5962659,7820.681651,186065.8485,2568.415745,97902.81366,294848.3558
TC16,41869,Thames at Runnymede,18,8,14,11:30,17.6,180,230,5.94,2.92,24.92991424,6.9,4.44,7.1,6.9,22.4685689,153.912554,10283.28252,137621.8721,990.8120665,35366.21905,184416.0983
TC16,9/1/14,Thames at Runnymede,1,9,14,12:15,17.1,201,228,5.97,2.84,28.17509632,7.13,4.13,0.2,2.9,21.77605797,153.912554,9071.221153,90231.2348,798.421374,12385.15083,112639.9407
TC16,9/8/14,Thames at Runnymede,8,9,14,11:15,17.7,194,221,6.1,4.62,31.17924558,7.54,3.59,8,5.2,18.08561209,192.3906925,11105.75273,91467.345,808.0409086,11471.29504,115044.8244
TC16,41897,Thames at Runnymede,15,9,14,12:00,17,199,233,6.21,4.15,32.2673318,8.16,3.63,6,4.2,16.88133462,182.7711579,6353.702621,80361.59227,1582.413446,10297.71182,98778.19131
TC16,41904,Thames at Runnymede,22,9,14,12:15,17.3,184,189,6.19,3.37,33.23525384,9.21,3.82,6.2,4.6,18.85233481,418.4497562,2808.904111,85123.26191,971.5729973,5959.301701,95281.49047
TC16,41911,Thames at Runnymede,29,9,14,10:45,16.5,186,236,6.3,4.81,33.1808339,8.43,5.1,0.7,2.733333333,15.86637261,423.2595236,2222.112499,85580.1898,1202.441828,5031.01661,94459.02026
TC16,10/6/14,Thames at Runnymede,6,10,14,10:45,15,208,232,6.37,3.46,31.91164977,8.63,4.35,0,2.966666667,22.69824366,230.868831,2092.248781,74147.3729,759.9432355,4314.36128,81544.79503
TC16,41925,Thames at Runnymede,13,10,14,11:00,13.5,214,262,6.29,2.9,32.10050621,1.64,1.71,0,2.166666667,31.15825678,168.341856,2347.166449,60444.34583,485.7864986,2703.08923,66148.72986
TC16,41932,Thames at Runnymede,20,10,14,11:00,15.2,244,285,6.13,2.62,28.83017496,7.08,4.78,3.2,3.9,33.13706,168.341856,1789.233441,17916.38324,149.1027867,1471.788798,21494.85012
TC16,41939,Thames at Runnymede,27,10,14,12:45,15.3,211,258,6.53,2.23,30.36308127,7.66,4.95,7.5,3.4,24.97830941,120.2441828,1664.17949,15987.66655,115.4344155,918.6655568,18806.19019
TC16,11/3/14,Thames at Runnymede,3,11,14,10:15,13.5,212,252,6.99,1.6,31.39108466,7.89,4.62,0.9,2.533333333,35.88495755,110.6246482,1019.67067,10456.43414,110.6246482,716.6553297,12414.00944
TC16,11/10/14,Thames at Runnymede,10,11,14,14:00,10.8,183,253,6.26,4.5,29.71068427,7.08,6.11,3.2,2.933333333,45.94472615,163.5320886,957.1436953,5935.252865,91.38557895,1188.012526,8335.326754
TC16,41960,Thames at Runnymede,17,11,14,11:30,10.7,165,278,5.73,3.31,27.1652925,5.85,6.9,0.1,0.366666667,90.58470349,182.7711579,740.7041662,3126.348754,423.2595236,351.1130139,4824.196615
TC16,41968,Thames at Runnymede,25,11,14,11:15,9.2,205,357,5.85,3.8,29.430262,6.17,7.97,0,1.1,106.8293023,110.6246482,577.1720776,2544.366909,399.210687,480.9767313,4112.351053
TC16,12/1/14,Thames at Runnymede,1,12,14,10:30,9.6,138,170,5.85,2.21,31.11636131,7.08,7.56,0,1.533333333,71.35604859,52.90744045,399.210687,1664.17949,48.09767313,312.6348754,2477.030166
TC16,12/8/14,Thames at Runnymede,8,12,14,11:00,7.1,126,163,6.3,1.53,31.90841603,8.1,4.6,6.2,3.933333333,48.63722919,57.71720776,264.5372022,995.6218338,43.28790582,105.8148809,1466.979031
TC16,41988,Thames at Runnymede,15,12,14,11:00,7.2,141,233,5.66,0.94,28.20441337,6.9,5.82,1.3,2.333333333,64.7740576,81.76604432,394.4009197,1606.462283,202.0102272,254.9176676,2539.557141
TC16,1/5/15,Thames at Runnymede,5,1,15,12:15,7.2,150,187,5.34,2.9,28.94360305,7.41,5.35,0,0,106.8428303,101.0051136,216.4395291,1125.485551,96.19534626,177.9613906,1717.086931
TC16,1/12/15,Thames at Runnymede,12,1,15,10:00,8.5,132,254,5.03,2.39,29.57866058,7.66,7.26,0,1.333333333,90.00408312,96.19534626,312.6348754,1500.647402,110.6246482,269.3469695,2289.449241
TC16,42023,Thames at Runnymede,19,1,15,10:45,5.5,125,249,5.03,2.38,26.48411538,6.25,6.29,7.2,4.1,138.9737987,105.8148809,1024.480438,2303.878543,197.2004598,591.6013795,4222.975701
TC16,42030,Thames at Runnymede,26,1,15,11:15,6.6,112,137,5.16,1.13,32.12109576,7.97,4.67,1,3.5,85.87519027,67.33674239,221.2492964,1240.919967,43.28790582,76.95627701,1649.750188
TC16,2/3/15,Thames at Runnymede,3,2,15,11:30,4.7,108,124,5.27,1.58,33.06540667,8.95,3.83,0.3,0.1,73.63023268,240.4883657,394.4009197,1385.212986,67.33674239,129.8637175,2217.302731
TC16,2/9/15,Thames at Runnymede,9,2,15,11:15,5.8,108,133,5.49,1.39,33.61191984,8.09,7.29,4.7,3.833333333,55.95634816,327.0641773,173.1516233,1668.989258,43.28790582,91.38557895,2303.878543
TC16,42051,Thames at Runnymede,16,2,2015,10:45,7.2,127,180,5.26,1.17,31.32662719,7.47,4.26,0,0.4,72.23087327,567.552543,471.3571967,2015.292504,153.912554,240.4883657,3448.603164
TC16,42059,Thames at Runnymede,24,2,15,11:15,7.3,115,204,4.89,2.98,29.19427411,7.18,5.3,8,4.433333333,105.6816736,995.6218338,745.5139335,1952.765529,115.4344155,485.7864986,4295.122211
TC16,3/2/15,Thames at Runnymede,2,3,15,11:00,8.1,105,160,4.94,3.37,29.56911691,6.09,4.91,7.5,4.333333333,84.1939583,1414.07159,788.8018394,2048.960875,168.341856,216.4395291,4636.61569
TC16,3/10/15,Thames at Runnymede,10,3,15,11:00,9,109,140,4.79,2.72,32.18890362,8.44,4.91,8.5,3.766666667,59.80380587,2082.629247,860.9483491,3487.081302,101.0051136,101.0051136,6632.669125
TC16,42079,Thames at Runnymede,16,3,15,11:15,8.9,97,125,4.46,2.63,33.45484174,8.33,3.04,0,1.366666667,52.57595302,1091.81718,889.8069529,4756.859873,158.7223213,72.1465097,6969.352837
TC16,42086,Thames at Runnymede,23,3,15,11:30,9.8,109,125,4.27,3.46,33.27593449,8.45,2.84,2.5,3.633333333,45.2669057,1264.968803,1139.914853,5338.841718,129.8637175,158.7223213,8032.311413
TC16,42093,Thames at Runnymede,30,3,15,9:45,10.4,105,120,3.57,8.24,32.51503243,8.52,3.24,4.5,1.966666667,47.61187106,2568.415745,2087.439014,8258.370477,245.298133,211.6297618,13371.15313
TC16,4/7/15,Thames at Runnymede,7,4,15,11:00,12.4,100,164,5.37,37.61,29.19526392,7.41,4.76,10,7.4,40.98898888,12765.12245,8210.272804,6945.304,1390.022754,620.4599834,29931.18199
TC16,42107,Thames at Runnymede,13,4,15,11:15,13.9,32,119,5.34,101.29,28.84306871,6.38,6.51,2.5,6.233333333,35.74726657,42826.16816,21018.68316,6411.419829,2414.503191,1260.159036,73930.93337
TC16,42114,Thames at Runnymede,20,4,15,10:45,14.2,10,123,0.14,196.61,27.25594556,6.53,5.8,10.9,9.066666667,29.34324683,50680.51818,16988.09815,6122.83379,3285.071075,1640.130654,78716.65185
TC16,42121,Thames at Runnymede,27,4,15,10:30,15.3,6,131,0.02,170.94,27.47932246,6.41,6.36,10.2,5.466666667,32.26259137,54234.93622,10937.41087,3818.955247,2183.63436,928.2850915,72103.22179
TC16,5/5/15,Thames at Runnymede,5,5,15,12:15,15.4,5,154,0.2,150.05,26.02280846,6.6,4.22,7.1,6.2,49.27933734,48294.87359,10990.31831,7710.057003,2544.366909,601.2209142,70140.83673
TC16,5/11/15,Thames at Runnymede,11,5,15,10:00,16.1,10,126,0.7,124.23,23.76871475,6.1,5.49,8.4,5.6,23.06529558,54533.1418,9225.133707,5160.880327,2323.117612,1000.431601,72242.70504
TC16,42142,Thames at Runnymede,18,5,15,10:30,15.8,13,141,1.89,146.92,27.01609076,6.31,5.49,5.7,8.366666667,25.07529588,25563.91327,7070.35795,5064.684981,1755.565069,755.1334682,40209.65474
TC16,42150,Thames at Runnymede,26,5,15,10:30,17.2,14,161,1.7,138.5,24.36554554,5.98,8.38,6.9,4.566666667,21.46662524,82742.42709,9802.305784,5492.754272,1596.842748,1163.96369,100798.2936
TC16,6/9/15,Thames at Runnymede,9,6,15,10:00,17.4,10,196,0.86,298.71,21.04753287,5.64,6.38,8.9,9.9,15.66375795,126766.2273,5069.494748,4771.289175,1269.778571,1005.241368,138882.0312
TC16,42170,Thames at Runnymede,15,6,15,10:00,17.7,14,191,2.38,219.62,22.381589,6.06,7.58,11,4.8,18.04181892,37886.53713,6536.473779,5757.291474,4348.029651,490.5962659,55018.9283
TC16,42177,Thames at Runnymede,22,6,15,10:15,18.7,115,176,4.95,29.84,25.90917189,7.11,6.7,7.2,4.6,17.9422105,7108.836089,8922.118366,11504.96341,4184.497562,514.6451025,32235.06053
TC16,42185,Thames at Runnymede,30,6,15,13:15,20,154,251,6.81,44.18,25.90675042,6.83,4.98,13.9,9.133333333,16.16144474,12351.48246,32047.47961,40786.82682,5598.569153,7700.437468,98484.79551
TC16,7/6/15,Thames at Runnymede,6,7,15,10:15,22,180,296,7.8,29.78,24.13549262,6.11,6.24,6.7,7.366666667,14.13072013,7041.499347,23433.18635,75686.49844,3198.495263,67678.23586,177037.9153
TC16,42198,Thames at Runnymede,13,7,15,11:15,20.8,211,256,8.23,19.44,27.42609348,7.42,5.38,0,4.133333333,14.73166157,1736.326,11043.22575,81477.45829,2236.541801,43278.28628,139771.8381
TC16,42205,Thames at Runnymede,20,7,15,10:15,20.7,200,232,8.1,24.46,27.06147273,7.28,5.28,2.9,8.4,13.64055853,4487.512903,17906.76371,104371.9507,2799.284576,49983.10192,179548.6138
TC16,42212,Thames at Runnymede,27,7,15,11:45,18.6,209,269,7.64,8.36,25.77226322,7.05,3.9,1.2,3.5,27.69077489,947.5241607,7493.617474,54417.70738,1019.67067,18532.03346,82410.55314
